4.895416595569530571e-01,6.065306597126332022e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.243728456769499391e-01,6.065306597126332022e-01,3.486449233502769141e-01,3.425188550930455267e-01
4.895416595569530571e-01,6.065306597126332022e-01,4.895416595569530571e-01,3.307127062085079006e-01
4.895416595569530571e-01,6.065306597126332022e-01,5.257880244257795432e-01,3.425188550930455267e-01
4.895416595569530571e-01,6.065306597126332022e-01,1.934266046003924600e-01,3.425188550930455267e-01
6.483297032811711214e-01,6.065306597126332022e-01,3.596073145130860294e-01,3.189065573239702744e-01
4.895416595569530571e-01,5.257880244257795432e-01,1.934266046003924600e-01,7.514772930752859903e-01
4.557940183280170254e-01,6.065306597126332022e-01,1.800923121479523492e-01,3.425188550930455267e-01
4.895416595569530571e-01,6.065306597126332022e-01,1.867594583741724046e-01,3.425188550930455267e-01
4.895416595569530571e-01,8.071177470053891856e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.726678389424850413e-01,5.856243908601961312e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.243728456769499391e-01,6.065306597126332022e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.895416595569530571e-01,5.647181220077590602e-01,1.934266046003924600e-01,7.514772930752859903e-01
5.076648419913663002e-01,5.647181220077590602e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.895416595569530571e-01,6.065306597126332022e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.557940183280170254e-01,7.514772930752859903e-01,2.573951420525680267e-01,3.425188550930455267e-01
7.068242033590111939e-01,5.647181220077590602e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.726678389424850413e-01,6.065306597126332022e-01,1.934266046003924600e-01,6.996725373751299104e-01
8.668778997501812578e-01,6.065306597126332022e-01,1.934266046003924600e-01,3.425188550930455267e-01
4.895416595569530571e-01,8.071177470053891856e-01,1.934266046003924600e-01,3.425188550930455267e-01
