8.684122452613114440e-01,2.832200945495293443e-01
9.646246758250404119e-01,3.135590530905832396e-01
9.574212967269096763e-01,2.506375259040387049e-01
7.727829773597205687e-01,3.884978160179229922e-01
7.046968062432908964e-01,4.541736286058372651e-01
6.563501170519827621e-01,4.879204038670308941e-01
6.974887340847377715e-01,5.298400788166326425e-01
6.637334282243094741e-01,4.129279470677132968e-01
7.387883638753681703e-01,4.755261563089539512e-01
6.115032791361203479e-01,4.512699870574118366e-01
6.539573619915397540e-01,4.910507535383141775e-01
6.208790323758499596e-01,4.712874181975520438e-01
6.663599641998932954e-01,4.613970445193315006e-01
6.910982937616162447e-01,5.307221949593603494e-01
6.935001999453129784e-01,4.824255551781294060e-01
6.804730736179713801e-01,4.761277485366355311e-01
6.805933432150801377e-01,4.896430911395708296e-01
7.011872287342927335e-01,4.728335694874343798e-01
6.990765050173360917e-01,5.078698020130362201e-01
7.025378900115627490e-01,4.714786249317239331e-01
6.847461544795672150e-01,4.975865535454347399e-01
6.785889453445873576e-01,4.979784906673263567e-01
6.705941045997645400e-01,5.362072142585597723e-01
6.509586379821319380e-01,4.692698074170483236e-01
7.372841009958859271e-01,4.678233778012136357e-01
