3.425188550930455267e-01,7.514772930752859903e-01,3.951177613268871958e-01,1.074041430716295542e+00
4.243728456769499391e-01,7.514772930752859903e-01,7.591584786406183616e-01,4.243728456769499391e-01
4.895416595569530571e-01,9.655313898520110349e-01,5.480361596347931297e-01,3.814986012491646816e-01
5.647181220077590602e-01,5.661593420692063727e-01,3.189065573239702744e-01,2.969220257278961106e-01
5.257880244257795432e-01,6.996725373751299104e-01,3.189065573239702744e-01,3.079142915259331925e-01
6.289848586218442783e-01,6.996725373751299104e-01,5.661593420692063727e-01,4.945454838423545274e-01
1.238976597541378233e+00,7.514772930752859903e-01,6.514390575310554654e-01,4.243728456769499391e-01
7.478904508558905651e-01,1.068914972226369553e+00,4.557940183280170254e-01,4.726678389424850413e-01
5.647181220077590602e-01,8.989703397271017193e-01,4.895416595569530571e-01,3.951177613268871958e-01
1.153564994895107221e+00,9.310627797040221809e-01,7.514772930752859903e-01,4.945454838423545274e-01
8.668778997501812578e-01,6.613359590390991416e-01,9.310627797040221809e-01,8.071177470053891856e-01
1.429240032417977257e+00,9.704596652332384554e-01,8.071177470053891856e-01,8.071177470053891856e-01
1.000000000000000000e+00,8.668778997501812578e-01,4.895416595569530571e-01,8.071177470053891856e-01
1.074041430716295542e+00,7.514772930752859903e-01,8.071177470053891856e-01,6.996725373751299104e-01
1.330712197447349698e+00,8.091775964127336795e-01,5.452530732167693017e-01,5.257880244257795432e-01
3.678794411714421675e-01,4.557940183280170254e-01,8.690902633547057388e-01,8.071177470053891856e-01
8.071177470053891856e-01,1.000000000000000000e+00,8.091775964127336795e-01,9.310627797040221809e-01
6.996725373751299104e-01,8.498362686875648997e-01,8.668778997501812578e-01,6.514390575310554654e-01
1.429240032417977257e+00,5.076648419913663002e-01,6.790039763939595963e-01,6.514390575310554654e-01
6.613359590390991416e-01,1.000000000000000000e+00,4.895416595569530571e-01,4.254558898274520828e-01
