6.514390575310554654e-01,2.764530466295642697e-01,4.895416595569530571e-01,3.425188550930455267e-01
4.627186085183017106e-01,5.647181220077590602e-01,4.895416595569530571e-01,3.425188550930455267e-01
8.369978233777852772e-01,2.669240943410661204e-01,6.755557974530926879e-01,3.189065573239702744e-01
6.996725373751299104e-01,2.764530466295642697e-01,4.895416595569530571e-01,3.189065573239702744e-01
6.996725373751299104e-01,2.764530466295642697e-01,4.895416595569530571e-01,3.425188550930455267e-01
9.310627797040221809e-01,2.764530466295642697e-01,4.895416595569530571e-01,4.118367297497296242e-01
4.745247574028393922e-01,2.764530466295642697e-01,6.996725373751299104e-01,3.425188550930455267e-01
6.755557974530926879e-01,6.531015985438815008e-01,5.732975272010866208e-01,3.425188550930455267e-01
6.514390575310554654e-01,2.764530466295642697e-01,7.533951421902596035e-01,3.307127062085079006e-01
6.514390575310554654e-01,2.764530466295642697e-01,4.895416595569530571e-01,5.748183010492173839e-01
7.832752185626555841e-01,2.764530466295642697e-01,4.895416595569530571e-01,3.189065573239702744e-01
6.065306597126332022e-01,2.764530466295642697e-01,6.514390575310554654e-01,8.668778997501812578e-01
6.046983774216133645e-01,2.764530466295642697e-01,4.243728456769499391e-01,3.307127062085079006e-01
6.514390575310554654e-01,2.764530466295642697e-01,4.423297104419201542e-01,3.425188550930455267e-01
8.153676585395760457e-01,2.764530466295642697e-01,3.951177613268871958e-01,3.425188550930455267e-01
6.514390575310554654e-01,2.764530466295642697e-01,4.557940183280170254e-01,3.425188550930455267e-01
6.065306597126332022e-01,2.764530466295642697e-01,4.895416595569530571e-01,3.425188550930455267e-01
6.514390575310554654e-01,2.764530466295642697e-01,5.257880244257795432e-01,3.425188550930455267e-01
6.514390575310554654e-01,2.866875361787302179e-01,3.951177613268871958e-01,5.210956962340876908e-01
9.310627797040221809e-01,2.764530466295642697e-01,4.895416595569530571e-01,5.351919251996281046e-01
